,text,label
23,Canadian ko itna bhaw matt diya kar khans khans hota hai aur baki sab bachhe hai...4 khans hi superstars hai bollywood ke baki sab stars,0
24,"kaafiron' ko 'masjid' mein 'namaz' perhtay huaay maara gyaa..bohat khoob,mashallah! #irony",1
25,Bhai Politics apni jagah par kisi bhi Hindu ladki ko Musalman kehna kaha sahi hai yaar. Ijjat sabse badi chij hai.,0
26,Ho gaya lasho pe politics Khel ke? Politicians se toh tu zyada harami hai be. BC.. Mar kyu nahi jaate kahi jaake. Sharam karo madarchodon,0
27,@jalanjalans  Bhai AAP apne sab Kharche ka Hisaab Deti hai.. Sab Jagah.. u r saying jo Party ka 80% ka pata nahi wo hisaab deti hI,1
28,yes sir kahete he na ki cricket me kuch bhi ho sakta he kal ke match me dekh bhi liya.,0
29,Yeh kya vahiyaat kisam ki ODI cricket hai? #SLvIND,0
30,Tuje pata Hai kolkta sonagachi main 90% prostitute Teri bahan hai Jo triple talaq or hallala or suvaro ki tarah 10 bachee hone ki wajah se,0
31,Muslim bahno ke haq ke liye bohot Josh se ladh rahe they show bhi kiya #Triple talaq  Ek aurat ki ismat lutne wala Abhi bhi baba hi hai,0
32,Pakistani sabiq leg-spinner Abdul Qadir ne kaha hai ke qoumi Cricket team ko World Eleven ke khilaaf series ko aasan na samjha jaye#AnSaR,0
33,"#AAP   Ek apeel ye bhi kar dete ki kripya Hindu mujhe vote na den.,    Tab hoti Different Politics.",0
34,@ArvindKejriwal  ji ... kya aapne triple talaq ka swagat kiya ki nhi.....,0
35,Ek debate program me inhone Kaha tha ki Yogi Jaise Sanki ko Party se Nikal do. Ab Yogi inka role model hai. Politics kya kya na karwaye.,0
36,Triple Talaq jab jashoda ko milega,0
37,"vese bhi padhkar karna kya he in netaon ke bachho ko, aana to inhe politics me hi he.",0
38,Sharjeel Khan K Khilaf Faisla Sakht Palesi Ka Akaas Hai'Cricket Me Bad Unwaani Ki Mashkon Ko Qatai Bardasht Nai Krenge. Najam RP_BebarG Blch,0
39,News channel hai kya be. Jab dheko chalu ho jaata hai. Railway ke Pahele toh tera tweet aa jaata hai. Cricket khel bhai tu.,0
40,Ek sham Yateem bachon ke naam #charity #Event #pressconfrence #bollywood #Dkshroff #mustakkhan #sunilpaul #Mumbaipic.twitter.com/gvJ37T5bTA,0
41,Jab shiv sena wale mumbai main north indian ko pitte hai.wo bhi kya desh bhagti hai in ki ?. Sab vote bank ki politics hai,0
42,#Cricket_News: Umar Akmal Aur Kamran Akmal Ko Har Iss Coach Se Takleef Hai Jo Inhain Na Khilai....* #WaqarYounis,0
43,#RakshaBandhan #Contest In #Bollywood Jodi mein se aisi kaunsi jodi hai jisne kisi movie mein Bhai-Behen ka role nahi kiya hai??? #Vadodarapic.twitter.com/2jM5G3pT6e,0
44,#anuragbhadoriya  ji aap log ke  upar dhikaar hai politics  liye kuch bhi bech sakte ho yaar.... soch aisa rakho maa or mulk ek hai,0
45,Ghatiya aurat! Kuch to khuda ka khof kro! Politics k liye quran ka mazaq na urao fazul logon,0
46,@TimesNow SC ne kaha Agar Triple talaq ka mudda Islam ka hua toh usme woh dakhal nahi denge...Sirf Hindu Ke Tyohaar Me denge,0
47,Jihadi Mindset Beti ko na padhao Beti ko Burkhe me rakho Beti ko terroristo ko bachane ke liye use karo Aur triple talaq deke safar karne do,0
48,Yaani Jis Desh mein #TripleTalaq ban hai wo Sab chutiya hai,0
49,Its all about politics Agar kisi ko triple talaaq ke bare me nahi pata hai to uske bare me puche  Aur media ko dalali band kar dena chahiye,0
50,"Aaj dhoni ko god, magic man bolnewale kabhi usiko gaali de rahe the.. Roflol!  #Irony",1
51,Tumhara so called kapil sibbal jb triple talaq ko support karta hai tb tumhara aawaj kyon nahi nikalta. Padhe likhe gawar,0
52,Kanoon majhabi ho Par mulk dharm nirpeksh  gazab chahat h logo ki   RT=agree  #TripleTalaq @sardanarohit @nitu_ji @bobbydeol0 @Nikkynikky6,0
53,"Play #Dream11 @imKcCricket #PAK11 by #KcFantasyNews Zaman, Shehzad, Azam, Malik, SAhmed, Imad, Shadab, Nawaz/FAshraf Sohail , HAli, Raees.",0
54,Bachhe KI maut se JYADA important Hai #TripleTalaq in naspiton KE liye. Muslim dushmani KA ek AUR saboot.,0
55,# triple talaq se bhe tez badhai nitish ji 4 instant talaq.iddat bhe poori nahi ke turant nikah.#tejasvi to bahana tha bjp mai jaana tha .2,0
56,Mam aap kabhi BJP KA SUPPORT KARTE DIKHTE H .  BHIR DEKHTA HU SABHI PARTY KO AARE HAAATH LETE H .  KYA YE BHI EK POLITICS TO NAHI H MAM,0
57,Saare baghwaan apne ghar pe hai. Chaar dham ki yatra mat karo. Uttrakhand mat jao. - Aunty who was in Uttrakhand to meet God. #Irony,1
58,Agar yahi chlta rha...to #BOLLYWOOD Ka future khatre mein hai,0
59,@narendramodi @gssjodhpur @VasundharaBJP @AmitShah #jodhpurbanarthana triple Talaq se pidit Roshan Banu ka Bura Haal please help,0
60,QAUM KO BEWAQOOF BANANEY K SAU TAREEQON MEIN PEHLA NUMBER IS DRAMAY KA HOGA FREINDLY PATHEECHER MATCHES KO CRICKET KI BAHALI KA NAAM DE DIYA,0
61,"Batao ek taraf Congress Ram Rahim ke liye BJP ko kos rahi hai, dusri taraf  politics ke Ram Rahim, Lalu  ke saath manch share kar rahi hai.",0
62,Rastra Ke Liye Unhone Jo Kiya Wo Koi Bollywood Actor Nahi Kiya... Nagrikta Par Sawaal Kyo? Wo Hamare Liye Nationalist Hi Rahenge..,0
63,Bhutto ko maray 50 saal hogaye lakin ajj bhi bhutto kay pottat/nawasay bhutto k naam per vote le raye hain RIP politics #ChiniotBhuttoKa,0
64,Maiden shabash bas ab aisay he khelo -.- #Sarcasm,1
65,"#Reliance Arey Aap ki company ki advertisement kum ho gai ?Aisa mat kariyo,aap thode aur lutt lo aam janta ko lekin top par raho #irony #pun",1
66,Main bachata raha deemak se ghar apna..aur kuch kursi ke keedey poora desh khaa gaye.. :/ #Pappu #irony #maunibaba #India,1
67,"Marcos Trescothick Ka Summer Set Se Muhaida, Meri Bhook Khuwaish & Jazba Bilkul Usi Tarah Mazboot Hai Jab Maine Cricket Ka Aaghaz Kiya Tha.",0
68,5th ODI :10 number jersey pehen ne se tendulkar ban jate to baat hi kuch aur thi . #IndvsSL @SPN_Cricket,0
69,Tuje acchse janta hu. Tuje kabhi profit nahi hota he tip me par loss pakka hota he. Cricket insider ki bahot tarif karta tha na to ja US ko,0
70,Kam se kam Jai shree ram keh k jaan to bach jaati hai..... Kahi allah hu akhbar keh k jaane le li jaati hai.....,1
71,@kamaalrkhan Bhai Jann Prabhas bhi hona chaiye is list main usne bollywood 2rs. ppl ke maa bhen ek kardi hai,0
72,Dar chutiya hai ye bhi. Bachche mar gaye aur isse politics sujh rahi hai.,0
73,Golden Era of bollywood 2010-2016 Now end... Jisme film or star ke naam pe kuch bhi chal jata.. ab nahi chalega.. Achha lao nahi to jao..,0
74,"Bhai ji ye jo aapne itni badi baat kahi hai wo triple talaq pe q ni kha tha. Wo bhi to ek tarah ka julm hi tha,aapne awaj q ni uthaya",0
75,#childkillersarkar lagata hai koi minority aur dalit nai dead kia.Aisa hota to pura vipaksh aaj road pae hota.Phr vote politics chalu hota.,0
76,Sarah Lal Chowk Srinagar main Jake Bharat Mata ki Jai bolnay ke liyee Desh Bhakti ka Janoon chahiyee . No politics please .Better understand,0
77,#TripleTalaq Kya congress ka Kapil sibbal supreme court mein Ram mandir ke liye bhe astha wali daleel ke saath Ram mandir ka  paksh rakhega?,0
78,Ji is baat me ham aapse sahemat hai....phir viklp badhane ko kyu naa sochate?....padhe likhe log kyu naa politics me interest le rahe hai ?,0
79,Main ne Pakistan mein cricket ki wapsi se zyada Allah se Misbah fans ko aqal deny ki duaein ki thein per khair jo cheez mumkin thi wo hogai.,0
80,Bharat ke politics ke liye Koi shakat kaanun banana chahiye nahi to future me democracy se logo barosha uth jaayega.,0
81,"Jitne Bhi Ladke Aj Women's Day Women's Day Kar Rahe Hai,Unme Se 98% Ladke To Roz Maa Behen Ki Galiya Dete Hai. -_- #irony",1
82,"InshaAllah Pakistan mn cricket dobara bhaal ho jae gi,,  aur phir ground sajen gae, phir khel hongae!!!!!",0
83,Agar Ladki Ulti Karti Hai To uska ek hi Karan mana jata hai Ki Woh Pregnant Hai ! #Bollywood,0
84,Very sad. Aaj ki politics ladne ke liye purvajon ko badnam mat karo.,0
85,Kuch jyada change kar diya politics lagta hai,0
86,Umar ho gayi hai. Shayad bhool gaye ho. 2 months back riots killed people in Bashirhat. Tab Kahan thay Aap? #TripleTalaq bachaa rahey thay?,0
87,mera matlab triple talaq dilwane wallon ke saang yarri hai unki jo apni biwiyon ko na talaq dete hain na suhagan banne diya to pls ye bhi,0
88,bhai wo log kitna cricket khelnge..!! insaan hain wo bhi..!! time milega toh hi toh khel paayenge..!! Ashwin wagehra toh khel hi rahe hain,0
89,"Baazaar to saja diye Milad-e-Mustafa (saw) ke liye,  Paighaam-e-Mustafa (saw) kya hai, ye hum ne bhula diya'.... #Kashmir !",1
90,Wo to dall gaya hai per abhi jo hazir service hai Un ko q nai samjh ah rahi 3 borders per halat kharab hai aur wo politics kar rahye hai,0
91,Hamary Mulk Mein Roz Cricket Bahal Ho rahe Hote Hai Pata Hai Kyu Kyu ke Ham Log Jahil Hai yeh ek Lolipophai,0
92,TRIPLE TALAQ MARDO ka ho gaya MODI N YOGI KUCH KARO AAMIR KO JAIL MEIN DAL DO PURE BHARAT KI APSE GUHAR HEIN,0
93,Culturally rich honge..par gavaaro ki basti bhi mera desh. #SuSaid #irony #india,1
94,har cheez mahangi ho rahi hai rupaye ko chhod ke #irony,1
95,"Triple Talaq kya ban hua , Mulle aise chilla rahe hai jaise inki lulli hi kaat di ho",0
96,"BLB 102/8 (20 ov), Summary: Manjesh Reddy 30(33), Pavan Deshpande 28(25). Sakuja 3/20, Ritesh Bhatkal 1/6. #BLBvHT #Cricket",0
97,Koi apne naam k aage or plchhe RAM lagaker aur koi RAM ka naam pr gandi politics krke bhagwaan RAM Jaise aadarsh charitra ko badnaam krte ha,0
98,"Ye bhai bhi bada ajib he, Khud hi poster lagata he, Khud hi use farzi batata he Ye he politics. Politics ke liye koi itna niche gir sakta h",0
99,"Halaala apni maan SE, behen ke saath, tripleTalaq, polygamy, terrorism, 4shadi sooar ki tarah 40bachche muslim culture hai. U HATE #UCC",0
100,Aaj sale fielding bhi achhi krenge... Puri cricket aaj hi khel loge Chutiyo #IndvsSL,0
101,Aap ko Ik ne party me shamil nahi Kia Jo k aap ki bharpoor koshish thi yehi wajah thi k Ik ko family politics Pasand nahi,0
102,to Vasundhra ne kya kiya hai 8 jato ko ticket deke vo cast politics nahi hai kya,0
103,jaa bhai tu cricket khel. kuch bhi bhaukta rehta h,0
104,Sanjive sir aap bikul sahi bol rahe ho bjp ki sarkar me sirf politics walo ki azadi hai aur desh ke liter on ki nas baki aam admi Mar raha h,0
105,Ungli karne ki aadat nhi gayi tum logo ka. Bhai cricket wapas aa raha hai usme khush hona chahiye.,0
106,Ab kaun aajkal aise twitter mein bhi darshan dete hain?! @Nirmalbabaji ki tarah! Hum dhanya hue!,1
107,Sabhi se anirodh hai. Pradesh m abhi kuch sahi chal rha. Rajneta Zara politics band Karo aur logo ki madad Karo.,0
108,Sab samajh rahi hun mai media se kahna mai Bollywood me kam karne nahi aai India to kya karne aai ho tumhe kya lagta hai ye sab karogi mai,0
109,Air survey chor kar Jo log bhuk pyas se marr rhe hai unko to dyan diya jayega ya bss isme vhi politics khela jyega....kuch kijiye... pic.twitter.com/BvTvF6DK88,0
110,@kitAnurag  *Mahabharat*  Arjun tumhe kya dikh raha hai? A-Machli ki aankh  *Bollywood*  Arjun tumhe kya dikh raha ha? A- Shraddha ki..aankh,0
111,Kapil Sibal ne to triple talaq mamale me bhi case lada tha aur buri tarah muh ki khani padi thi ...is bar bhi wohi hal hoga,0
112,Ameen.  Jab ap jaise qabil lug politics main ayen ge tu inshaAllah asa jald ho jae ga,0
113,"Apt song for u 2day. Tum itna q muskara rahe ho,kya gum hai jisko chupa rahe ho? #TripleTalaq @AnupamPkher @SirPareshRawal",0
114,@vikrantgupta73 tu chala jaya kar khelne agar itna pata h cricket k baare mei..or budho ko bitha k bakwas bulwate ho. #Stopwatching @aajtak,0
115,Aur triple talaq Miya  vahan bhi kadi ninda kar dete apni behno ke liye.,0
116,Modi ko itna mat koso warna jald hi pure parivar saith mitti mein mil jaoge. Had se jyada negative politics accha nahi hota.,0
117,Ye saala rapist hai. House arrest kro isko bhe #bollywood waale Kahn gye.,0
118,Ye bhi politics hai....aisi rehamdil Saja milti hai India Mai tabhi to rape hote hai continuous....,0
119,#Bollywood #contestalert  1. Hawa HawA 2. Chalti hai kya nau se baara 3. Kaala chashma.   jachda e gore mukhde pe,0
120,Sir gaurakhsha k naam pr kitne musalmaan bhaiyo k maare gaye Aur ab yeh vande mataram  pr politics Toh Sir yeh .... Rehene doo sir,0
121,Ek Salman hai jo aapni jeb se gareebo ko paise deta hai aur ek Salman hai jo viklang/Garib ke paiso se aapni jeb bharta hai!!!#irony,1
122,"#CaptionTheMoment #MicromaxCup #IndVsSL "" Badshah hai cricket ke kaam me na kisi se kam Naam to suna h hoga Shikhar dhawan""",0
123,Tum log sirf. *TRIPLE TALAQ* *UNIFORM CIVIL CODE* *DESH BHAKT- DESH DROHI* *VANDE MATARAM* *GAU* *LYNCHING*,0
124,mujy politics wagra m interst ni aam awam ki jan ki b ahmiyat h jis ko ap log nazr andaz kr daty ho,0
125,"To sucide bomb kha blast kar rhi ho.mein virat ki ek pic vej deti hoon.Dekh k maar jana ,Lahore mein mt karna ,abhi cricket ana suru hua hey",0
126,is larkio se mujhe1baat puchna tha ki islam me apko kya a66a laga?burkha?triple talaq?or koi khas chess??hume to dikhti nehi kuch khas?,0
127,Tho kiya hua  Akmal ne tho nehi mara.71 me jo Pakistan ne kiya ucke liye me sirf kuch lugoko dusi manta hu. and cricket fan is everywhere,0
128,"Purane jumle bilkul naye Andaz mei, pata nahi muslim kyo nahi maan rahe hai ki india ka vikas triple talaq se ruka hua hai,,,",0
129,"@m_z_evil Itne 'neta' hain India mein, ki jaha khudai karo vahi se aawaz aayegi, ""arre mujhe bhi to nikalo, mai bhi hu yaha pe"" #sarcasm",1
130,Bihar me Lalu ko jo punish kiya is rha he wo bhe dekh lete Congressi chammmach to aise sawal nhe puchte...waha to badle k politics bologe,0
131,Sports  ko nayi disha dijiye aur cricket hi nahi har khel n khilaadi ko baraabari ka samman dilaayiye--- Jai hind,0
132,Bhai sab se pehle aaj cricket hi dekh lo baqi choro.  Baqi ye b himmat hi hoti hsi k ache ko acha bolo is se aap ki ezzat barhti hai,0
133,Bomb banane waale Toilet banane ki baat kr rhe h #Irony,1
134,Ckt News: S Ajmal Sohail khan k BaaD Ab Umar Akmal Aur SharJeel khan Ko Be Wajah Cricket se Door Kiya Ja Raha Hai J Miandaad,0
135,Yahi hoga jab sadhu santo ko politics me utaro ge.....,0
136,@narendramodi ji kya ghar pane ke liye hume bhi politics khelni padegi jaise neta vote pane ke kiye khelte hain.#ModiSaveAmrapaliBuyers,0
137,Kahen aisa tu nahi ke #Pak cricket team ki tarah sirf start he acha liya ho  #NA120 #PTI #PMLN,0
138,Aur triple talaq free me milta hi bina koi judicial authority ke,0
139,"Sunio bhai mediakarmi,uri,pathankot,kupwara,sukma,fayaz in sab se triple talaq bada hai kya??",0
140,#TripleTalaq se Bachadiya Aur kya Chahiye,0
141,Kuchh bhi cricket me magar hum pakistaniyo jaisa chutiyapa nahi krte hai.. TV bahot important hai bhai  #INDvAUS,0
142,Atankwadi bhaiyo ko 2 din chutti pe bhejdo is bar kuch hua to Pak ke saath Keniya bhi nahi khelega But good to see cricket back in pak,0
143,Tunhare me ladke nd maulawi triple TALAQ and HALALA jaise rape ko Islam ke naam pe shaan se karte hain.pyar tum Kya jano.,0
144,Yaar ek ehsaan mujh par karna ki mujhpar koi ehsaan mat karna   #Dialogue #Bollywood,0
145,Dowry deaths bahu ko jala kar mardiye jaraha hai  Agar triple talaq hota toh voh husband ussey chord deta maarta nahi,0
146,"Bharat ek esa desh hi, jiske sainikon ko Marne ke liye yudh ki jarurat nahin padti  Yes hamare  desh ki gandhi politics ki vajah se hi",0
147,Ye chacha pehle actor Tha ab Villain ho Gaya ek Gujarat me Drama School KE badle .....aur hume sikhata Hai Politics,0
148,"#ThankYouWorldEleven Gali gali mein shor hai. Cricket apna shok hai, par saraa tabar chor hai.. ;)",0
149,#IPLMediaRights @SPN_Cricket @SonyTV @StarSportsIndia ab heera thakur chuttiya kamm manaega congrats star,0
150,Ye Bollywood wale sabhi anti nationalist hai .Sirf bayan baji are jigra hai to gambhir ne abhi do bachche ka padhai ka jimma liya ek tweet u,0
151,sahi kaha Bhai kyunki khatoli me unki politics nahi chalti train accidents toh unki sarkar me bhi huye hai,0
152,Aap triple Talaq isliye Bachana Chahte Hain Ki Bahu Bhi baat kar sakte anginat bacha Paida Kare awadi Barhawe,0
153,: Yaal-Pannai Kadatparappil Padahonru Kavilnthathil Oruvar Pali; 6 Per Hospitalil  CRICKET #SLvIND SL 236/8(50) Malayinaal Poatti Thaamatham,0
154,"Ram born in Ayodhya issue of faith, so is triple talaq: Muslim Board....",0
155,20 sal tu ne naukari ki tab to tune ye video nahi dala jab VRS dae diya tab politics main ane kae liye tune ye sab kiya  @iTejbahadur,0
156,@narendramodi bahut ho gayi vote bank ki politics... Ab caste based reservations ko khatm karke monetary based karne ka waqt aa gaya hai..,0
157,Jo desh ki raksha karte karte apni Jan dete hai usko hum hero nahi banate. Lekin cricket match jitane vali team ko paisa aur pyar bahutdete.,0
158,Politics me aaj o din aa gaya hi ki ...virodh karne k liye Hindu ko v mugaliya bana dete hain...,0
159,triple talaq inke liye zaroori hai,0
160,"Karachi: #Pakistan Cricket Team K Capton Sarfaraz Ahmed Baray Bhai K Hamrah Maweshi Mandi Puhanch Gaye, Qurbani Ka Janwar Kharid Lia,",0
161,"In india, Pehle FIR fir case file hota hai (Fir politics hoti hai) Fir jaanch hoti hai Fir agar suboot mile to  5yrs later saza hoti hai",0
162,Aur kitne ache din chahiye  #RamRahimVerdict #TripleTalaq #RightToPrivacy,0
163,Nahin bhai har time sunta hoon iski commentary cricket ki baat hi jyada karta hai yeh aur kuch bate dusri bhi krta h woh bhi interesting,0
164,Ha ha ha. Triple Talaq PE apani bivi KO pareshan karane vale secular gyan de rahe hai. Congress is gangotri of scam. Dr Kafil Hero?,0
165,Agar politics par baat karna nahin ati..tu ghatya baat bhi na karo  Warna bhoat kuch sunanay ko milay gha,0
166,Rahman saheb kashmir me jo kuchh ho raha hai us par bhi kabhi kuchh bol dijiye Pakistan ko cricket me jitne india patakhe futte hai,0
167,"Politics ka level itna niche gir gaya hai ki mp , mla banane ke liye gunde aur mawali rapist babao ka sahara lete hai aur unka sath dete han",0
168,Bhagavad Gita was recited during Mahabharata war that killed millions :-) #Irony !,1
169,Ha ha wo aap per bhi lagu hota hai..Ye politics hai aur Ye sab jayaz hai..,0
170,Inase Milo Harayana Aur Punjab Ki Lagi Padi Hai Ye Politics 2 Khel Rahe Hai Phir Hum Inhe Chutia Bol Sake Hai,0
171,Abhi tak cricket me hi pade ho 2050 tak ek hi jeet celebrate karna,0
172,MSK Prasad bhuat din se bole nai bhai.jese cricket khelte the wese haal ho Gaya Bhai.aapka to bcci se nakal Jana chahiye . pic.twitter.com/XoQToBaAMA,0
173,Triple talaq ka karlo pehle kuch,0
174,demand karne walon ki supply zyada hai. #irony #fb,1
175,Modi ji kaha ho aap triple talaq par hazir the abhi kaha ho #RamRahimSingh,0
176,Right but dhire dhire sab badal jayega ab politics me  sikchhit log wa budhi jiv log aa rhe hai.Jo har waykti ki bhawnao ko samjhte hai,0
177,Achha hota yadi cricket se jiyada annya khelon par diyan diya jaye,0
178,RT @CraigBush10: RT @harryptl3212: Bhaii Bhaii Hota Hain...#SalmanKhan #hashtag #bollywood #king #salmankhanfanpic.twitter.com/osuSzSwwxv,0
179,"Kuchh log Muslim ko hiro banae me lage rahte hai,ye Bollywood movie jaisa ki hamesa muslim ko achha aur Hindu ko galat hi dikhaya jata hai.",0
180,"Kabhi edher kabhi udhar, achcha lagta hai, politics mein.khattar should resign.",0
181,Bhai ek baat sach bata screening me. Jinko bulaya jata hai bollywood ke. Logo ko aajtak kisi ne negative bola hai ? Hadd hai,0
182,abhi tak ye baat samajh main nahi aai triple talaq musalmano k liye ban lekin khush hindu and media ho rahain hain,0
183,Bhai ye modi k bhakt ek no k chutiye h inhe bs har jagah apni politics nazar aa rai h,0
184,Assalam Alykum bhaijaan kaise ho aap mujhe aapke saat cricket khelna hai,0
185,Bhutto ke naam py de dy bibi ke naam py de dy aur ab nakli Bhutto ke naam py de dy... Ye hai politics?,0
186,"Zinda log ikaththa ho rahe hain, Kahin koi mar gya hai shayad. #shair #kavya #Irony #Life @SufiTalks",1
187,"Plz gorakhpur ghatna ko le Kar politics na karein ,agr Kutch Kar sakte hi to in parivar walon ke Saath unki is dukh bhari ghadi mai",0
188,"Ha, bhot tarakki kar raha hai #sarcasm",1
189,BC Pakistaniyo sy apni politics sambhali nai jati or Trump ko farig karwanay k chakaron main par gaye hain  #JustPakistaniMediaThings,0
190,"Jinko #JaiHind ,#VandeMataram  aur #BharatMataKiJai  par Politics Najar aati hai aur jo ye sab mante hai Mar Jao.  #IndependenceDayIndia",0
191,Triple talaq par suprecourt ne aitihasik faisla sunakar hamari Muslim bahano k prati vishwas kayam kiya hai...jai sc,0
192,"#Irony After singing National Anthem what we see is, ""Iss Sehar ko ye hua kya,, Kahi raakh he,, to kahi Dhua Dhua !!""",1
193,Sanchita Banerjee  #SanchitaBanerjee #Bhojpuri #Beautiful #Beauty #Bollywood #India #Star #Girl#Bhojpuri_Magicpic.twitter.com/ymWPZqaWeR,0
194,Tu quran and hadith utha ke halala and triple talaq kab khatam karega jaldi se bol. Family main rape band kar pehle. Maa behan ko ijjat do.,0
195,Triple talaq par kanoon baney hum khuss hain ...lekin bina talaq boley chhor do jaise modi ji ne chhoda uss par bhi kanoon hona chahiye ki n,0
196,"aur kyaa kahun, chhoti moti chori- rishvat khori deti hai apana guzara yahan aap ki dua se baki thik thak hai.. #BharatBandh #Bandh #Sarcasm",1
197,#Irony at its best. Jisko bachana chaha wahi jaan lene pe aa gye #KanhaiyaKumar,1
198,Failed politics. Aap ka pas kuch karne k liye nahi hai toh aap Rahul gandhi ki aaloo ki factory me kaam kijiye.,0
199,Cricket ki baat me desh kahase aa gaya ??,0
200,Kya karoge bhai ye politics hi behudi hai,0
201,Aakash ji plz purnai tasvire share Kiya Karo .hame bhi acha lagta hai aapke purane photo dekha ..#Cricket,0
202,jese 30 hindu funduos ko goli mare gai hai waise triple talaq ko defend karne walo ko goli  maar deni chahiye Kya rai hai,0
203,Bhai mazaa aa gya new video me  @iAmitBhadana  ab bs galli cricket ki ek aur video banao,0
204,Triple talaq Nitish he diya aur Halala congress ka ho gaya.,0
205,Insaf aur ehtesab ab to Pakistani politics main hathiyar ban giya hai jo seyasi hareef ke khilaf istamal kiya jata hai. #NS #PMLN,0
206,Aaj ke din toh politics mat kariye!!  Isiliye congress ka ye haal hai,0
207,musalman aurton par bh ye sher sahi baithe ga jinke haq k liye aur triple talaq k liye ufaan th,0
208,"Zaat e aadam ki ye tarakki to dekho, Udna safar ban gaya aur chalna ""suffer""  #sarcasm",1
209,Jail me bhi cricket match dekhne ka vewastha  karwa dete  Bada dikkat ho rahi hai  Sirf kalpna karke kaam chalana pad raha hai,0
210,Modiji aap triple talaq ke khilaf they. Fir ye kya hai. Ek or U turn.,0
211,Bhai sachaa deshbhakt hai pop bollywood celebrities ko sikhna chaahiye inse   Nd many many congratulation Bhai Vijender Singh Jai ho,0
212,Chaiya Chaiya - Dil Se    PART 2  #DilSe #SRK #TheBestOfSRK #Bollywood pic.twitter.com/pVMFCpaFU9,0
213,Nawaz shareef ke janey ke baad PAKISTAN me international cricket ki waapsi... Yeh saboot hai ke jb burai jaati hai to achhai aati hai..,0
214,Ye sab politics hai congress ke time per cause chal raha tha but sunvayi nhi hui bjp aaye hue 3 years ho gaye saja ab hui ye bhi raaz khule,0
215,Chinese President Tweets in Hindi Kamino.....Tumhara triple talaq aur RamRahim ka topic khatam ho jaye tho meri dhamki pur bhi focus Karna,0
216,Pakistan ki Politics kis taraf ja rahi hai saf dikhai dey raha hai. #AltafAndNawaz,0
217,Sharm ki baat hai. Bachcho ki maut pr bhi politics  ye neta haramkhor apne family k bhi nhi ho sakte,0
218,@ramsha001 yaar Mairay sath tweeting kr kr k lagta hai smart ho gayai ho lol #sarcasm@itsbest,1
219,Pura Bollywood ka talwe chatne ke baad bhi TOILET sirf 13 cr haga hai    Aur phir bhi apni tatti stardom ki baat karta hai   Besharam,0
220,@kanhaiyajnusu kanhaiya kumar #TripleTalaq @narendramodi ji ne khatam kara diya ab jaldi mudda dhundo kis baat par virodh karna hai.,0
